Category,Service,Platform,Solution,Description
Management Tools,Server Automation,Alibaba Cloud,Resource Orchestration Service ,https://www.alibabacloud.com/product/ros
Management Tools,Server Automation,AWS,AWS Service Catalog,https://aws.amazon.com/servicecatalog/
Management Tools,Cloud Cost / Performance / Security Advisor,AWS,AWS Trusted Advisor,https://aws.amazon.com/premiumsupport/trustedadvisor/
Management Tools,Cloud Cost / Performance / Security Advisor,AWS,AWS Well-Architected Tool,https://aws.amazon.com/well-architected-tool/
Management Tools,Cloud Cost / Performance / Security Advisor,AWS,AWS Cost Management,https://aws.amazon.com/aws-cost-management/
Management Tools,Cloud Cost / Performance / Security Advisor,AWS,AWS Cost Explorer,https://aws.amazon.com/aws-cost-management/aws-cost-explorer/
Management Tools,Cloud Cost / Performance / Security Advisor,AWS,AWS Compute Optimizer,https://aws.amazon.com/compute-optimizer/
Management Tools,Cloud Cost / Performance / Security Advisor,Microsoft Azure,Azure Advisor,https://azure.microsoft.com/services/advisor/
Management Tools,Cloud Cost / Performance / Security Advisor,Microsoft Azure,Azure Cost Management,https://azure.microsoft.com/services/cost-management/
Management Tools,Cloud Cost / Performance / Security Advisor,Google Cloud Platform,Google Cloud Platform Security,https://cloud.google.com/security/
Management Tools,Cloud Cost / Performance / Security Advisor,Oracle Cloud,Oracle Cloud Guard,https://www.oracle.com/security/cloud-security/cloud-guard/
Management Tools,Cloud Cost / Performance / Security Advisor,Oracle Cloud,Oracle Cloud Advisor,https://blogs.oracle.com/cloud-infrastructure/now-available-oracle-cloud-advisor
Management Tools,Cloud Cost / Performance / Security Advisor,Huawei Cloud,Cost Management,https://support.huaweicloud.com/intl/en-us/usermanual-cost/costcenter_0000001.html
Management Tools,Alerts and Remediation guidance Service,AWS,AWS Personal Health Dashboard,https://aws.amazon.com/premiumsupport/technology/personal-health-dashboard/
Management Tools,Alerts and Remediation guidance Service,AWS,Amazon CloudWatch,https://aws.amazon.com/cloudwatch/
Management Tools,Alerts and Remediation guidance Service,AWS,AWS Security Hub,https://aws.amazon.com/security-hub/
Management Tools,Alerts and Remediation guidance Service,AWS,AWS Audit Manager,https://aws.amazon.com/audit-manager/
Management Tools,Alerts and Remediation guidance Service,Microsoft Azure,Azure Monitor,https://docs.microsoft.com/azure/monitoring-and-diagnostics/monitoring-overview-azure-monitor
Management Tools,Alerts and Remediation guidance Service,Microsoft Azure,Azure Operations Management Suite (OMS),https://www.microsoft.com/cloud-platform/operations-management-suite
Management Tools,Alerts and Remediation guidance Service,Oracle Cloud,Oracle Management Cloud,https://cloud.oracle.com/en_US/management
Management Tools,Alerts and Remediation guidance Service,Oracle Cloud,Oracle Cloud Guard,https://www.oracle.com/security/cloud-security/cloud-guard/
Management Tools,Alerts and Remediation guidance Service,Oracle Cloud,Oracle Security Advisor,https://docs.oracle.com/en-us/iaas/Content/SecurityAdvisor/Concepts/securityadvisoroverview.htm
Management Tools,Alerts and Remediation guidance Service,Alibaba Cloud,Cloud monitoring, Notification and Alerts,https://www.alibabacloud.com/product/cloud-monitor
Management Tools,Cloud Management Tools,AWS,AWS Command Line Interface,https://aws.amazon.com/cli/
Management Tools,Cloud Management Tools,AWS,AWS CloudShell,https://aws.amazon.com/cloudshell/
Management Tools,Cloud Management Tools,AWS,AWS Management Console,https://aws.amazon.com/console/
Management Tools,Cloud Management Tools,AWS,AWS Console Mobile Application,https://aws.amazon.com/console/mobile/
Management Tools,Cloud Management Tools,AWS,AWS Tools & SDKs,https://aws.amazon.com/tools/
Management Tools,Cloud Management Tools,Microsoft Azure,Azure Command Line Interface,
Management Tools,Cloud Management Tools,Microsoft Azure,Azure Powershell,https://docs.microsoft.com/powershell/azure/overview?view=azurermps-6.3.0
Management Tools,Cloud Management Tools,Microsoft Azure,Azure Management Console,
Management Tools,Cloud Management Tools,Microsoft Azure,Azure Cloud Shell,https://azure.microsoft.com/features/cloud-shell/
Management Tools,Cloud Management Tools,Google Cloud Platform,Cloud Shell,https://cloud.google.com/shell/
Management Tools,Cloud Management Tools,Google Cloud Platform,Cloud Console,https://cloud.google.com/cloud-console/
Management Tools,Cloud Management Tools,Google Cloud Platform,Billing API,https://cloud.google.com/billing/docs/
Management Tools,Cloud Management Tools,Google Cloud Platform,Cloud APIs,https://cloud.google.com/apis/
Management Tools,Cloud Management Tools,IBM Cloud,IBM Bare Metal Servers,https://www.ibm.com/cloud/cli
Management Tools,Cloud Management Tools,Oracle Cloud,OCI CLI,https://docs.oracle.com/en-us/iaas/Content/API/Concepts/cliconcepts.htm
Management Tools,Cloud Management Tools,Oracle Cloud,Oracle Cloud Shell,https://docs.oracle.com/en-us/iaas/Content/API/Concepts/cloudshellintro.htm
Management Tools,Cloud Management Tools,Oracle Cloud,Oracle Management Console,
Management Tools,Cloud Management Tools,Oracle Cloud,REST API,https://docs.oracle.com/en-us/iaas/api/
Management Tools,Cloud Management Tools,Alibaba Cloud,Alibaba Cloud CLI,https://www.alibabacloud.com/help/doc-detail/66653.htm
Management Tools,Cloud Management Tools,Huawei Cloud,Open APIs,https://developer.huaweicloud.com/intl/en-us/openapilist
Management Tools,Cloud Management Tools,Huawei Cloud,API Explorer,https://apiexplorer.developer.huaweicloud.com/apiexplorer/overview
Management Tools,Cloud Management Tools,Huawei Cloud,HCloud CLI,https://support.huaweicloud.com/productdesc-hcli/hcli_01.html
Management Tools,Cloud Management Tools,Huawei Cloud,Terraform Explorer,https://terraform.developer.huaweicloud.com/terraform/overview
Management Tools,Cloud Management Tools,Huawei Cloud,CloudShell,https://shell.huaweicloud.com/
Management Tools,Automated Infra Management Services,AWS,AWS Managed Services,https://aws.amazon.com/managed-services/
Disaster Recovery Services,Automated Disaster Recovery Services,AWS,AWS Disaster Recovery,https://aws.amazon.com/disaster-recovery/
Disaster Recovery Services,Automated Disaster Recovery Services,AWS,AWS Backup,https://aws.amazon.com/backint-agent/
Disaster Recovery Services,Automated Disaster Recovery Services,Microsoft Azure,Azure Site Recovery,https://azure.microsoft.com/services/site-recovery/
Disaster Recovery Services,Automated Disaster Recovery Services,Microsoft Azure,Azure Backup,https://azure.microsoft.com/services/backup/
Disaster Recovery Services,Automated Disaster Recovery Services,Oracle Cloud,Oracle Database Backup,https://cloud.oracle.com/en_US/database-backup/features
Disaster Recovery Services,Automated Disaster Recovery Services,Alibaba Cloud,Alibaba Disaster Recovery,https://www.alibabacloud.com/solutions/hosting/Disaster-Recovery
Disaster Recovery Services,Automated Disaster Recovery Services,Alibaba Cloud,Hybrid Backup Recovery,https://www.alibabacloud.com/product/hbr
Security & Identity, Compliance,Identity & Access Management,AWS,AWS Identity and Access Management (IAM),https://aws.amazon.com/documentation/iam/
Security & Identity, Compliance,Identity & Access Management,Microsoft Azure,Azure Active Directory,https://azure.microsoft.com/services/active-directory/
Security & Identity, Compliance,Identity & Access Management,Google Cloud Platform,Cloud IAM,https://cloud.google.com/iam/
Security & Identity, Compliance,Identity & Access Management,Google Cloud Platform,Cloud Identity-Aware Proxy,https://cloud.google.com/iap/
Security & Identity, Compliance,Identity & Access Management,IBM Cloud,Identity & Access Management,https://cloud.ibm.com/docs/iam?topic=iam-iamoverview
Security & Identity, Compliance,Identity & Access Management,Oracle Cloud,Oracle Identity and Access Management (IAM),https://www.oracle.com/security/identity-management/
Security & Identity, Compliance,Identity & Access Management,Oracle Cloud,Oracle Identity Cloud Service,https://www.oracle.com/security/cloud-security/identity-cloud/
Security & Identity, Compliance,Identity & Access Management,Alibaba Cloud,Resource Access Management        ,https://www.alibabacloud.com/product/ram
Security & Identity, Compliance,Identity & Access Management,Huawei Cloud,Identity and Access Management,https://www.huaweicloud.com/intl/en-us/s/JUlBTSU
Security & Identity, Compliance,Cloud Security Assesment Service,AWS,Amazon Inspector,https://aws.amazon.com/inspector/
Security & Identity, Compliance,Cloud Security Assesment Service,AWS,Guard Duty,https://aws.amazon.com/guardduty/
Security & Identity, Compliance,Cloud Security Assesment Service,Microsoft Azure,Azure Security Center,https://azure.microsoft.com/services/security-center/
Security & Identity, Compliance,Cloud Security Assesment Service,IBM Cloud,Security and Compliance Center,https://cloud.ibm.com/docs/security-compliance?topic=security-compliance-getting-started
Security & Identity, Compliance,Cloud Security Assesment Service,Oracle Cloud,Oracle Security Advisor,https://docs.oracle.com/en-us/iaas/Content/SecurityAdvisor/Concepts/securityadvisoroverview.htm
Security & Identity, Compliance,Cloud Security Assesment Service,Oracle Cloud,Oracle Cloud Guard,https://www.oracle.com/security/cloud-security/cloud-guard/
Security & Identity, Compliance,Secured Socket Layer (SSL) Certificates,AWS,AWS Certificate Manager,https://aws.amazon.com/certificate-manager/
Security & Identity, Compliance,Secured Socket Layer (SSL) Certificates,Microsoft Azure,App Service Certificate,https://azure.microsoft.com/updates/introducing-app-service-certificates/
Security & Identity, Compliance,Secured Socket Layer (SSL) Certificates,IBM Cloud,Secrets Manager,https://cloud.ibm.com/catalog/services/secrets-manager
Security & Identity, Compliance,Secured Socket Layer (SSL) Certificates,Alibaba Cloud,SSL Certificates,https://www.alibabacloud.com/product/certificates
Security & Identity, Compliance,Secured Socket Layer (SSL) Certificates,Huawei Cloud,SSL Certificate Manager,https://www.huaweicloud.com/intl/en-us/product/scm.html
Security & Identity, Compliance,Hardware Based Security Module,AWS,AWS CloudHSM,https://aws.amazon.com/cloudhsm/
Security & Identity, Compliance,Hardware Based Security Module,AWS,AWS Secrets Manager,https://aws.amazon.com/secrets-manager/
Security & Identity, Compliance,Hardware Based Security Module,Microsoft Azure,Azure Key Vault,https://azure.microsoft.com/services/key-vault/
Security & Identity, Compliance,Hardware Based Security Module,Google Cloud Platform,Cloud Key Management Service,https://cloud.google.com/kms/
Security & Identity, Compliance,Hardware Based Security Module,IBM Cloud,Key Protect,https://cloud.ibm.com/catalog/services/key-protect
Security & Identity, Compliance,Hardware Based Security Module,IBM Cloud,Cloud HSM,https://cloud.ibm.com/catalog/infrastructure/hardware-security-module
Security & Identity, Compliance,Hardware Based Security Module,IBM Cloud,Hyper Protect Crypto Services,https://cloud.ibm.com/catalog/services/hyper-protect-crypto-services
Security & Identity, Compliance,Hardware Based Security Module,Oracle Cloud,Oracle Cloud Infrastructure Vault,https://www.oracle.com/security/cloud-security/key-management/
Security & Identity, Compliance,Hardware Based Security Module,Alibaba Cloud,Key Management Service,https://www.alibabacloud.com/product/key-management-service
Security & Identity, Compliance,Directory Services,AWS,AWS Directory Service,https://aws.amazon.com/directoryservice/
Security & Identity, Compliance,Directory Services,Microsoft Azure,Azure Active Directory,https://azure.microsoft.com/services/active-directory/
Security & Identity, Compliance,Directory Services,Microsoft Azure,Azure Active Directory B2C,https://azure.microsoft.com/services/active-directory-b2c/
Security & Identity, Compliance,Directory Services,Microsoft Azure,Azure Active Directory Domain Services,https://azure.microsoft.com/services/active-directory-ds/
Security & Identity, Compliance,Directory Services,Microsoft Azure,Azure Active Directory Multi Factor Authentication,https://azure.microsoft.com/services/multi-factor-authentication/
Security & Identity, Compliance,Directory Services,Google Cloud Platform,Cloud IAM,https://cloud.google.com/iam/
Security & Identity, Compliance,Directory Services,Google Cloud Platform,Cloud Identity-Aware Proxy,https://cloud.google.com/iap/
Security & Identity, Compliance,Directory Services,Google Cloud Platform,Security Key Enforcement,https://cloud.google.com/security-key/
Security & Identity, Compliance,Directory Services,IBM Cloud,App ID,https://cloud.ibm.com/catalog/services/app-id
Security & Identity, Compliance,Directory Services,Oracle Cloud,Oracle Directory Services,https://www.oracle.com/security/identity-management/directory-services/
Security & Identity, Compliance,Directory Services,Alibaba Cloud,Resource Access Management,https://www.alibabacloud.com/help/doc-detail/96239.htm
Security & Identity, Compliance,Key Management Services,AWS,AWS Key Management Service,
Security & Identity, Compliance,Key Management Services,Microsoft Azure,Azure Key Vault,https://azure.microsoft.com/services/key-vault/
Security & Identity, Compliance,Key Management Services,Google Cloud Platform,Cloud Key Management Service,https://cloud.google.com/kms/
Security & Identity, Compliance,Key Management Services,IBM Cloud,Key Protect,https://cloud.ibm.com/catalog/services/key-protect
Security & Identity, Compliance,Key Management Services,IBM Cloud,Cloud HSM,https://cloud.ibm.com/catalog/infrastructure/hardware-security-module
Security & Identity, Compliance,Key Management Services,IBM Cloud,Hyper Protect Crypto Services,https://cloud.ibm.com/catalog/services/hyper-protect-crypto-services
Security & Identity, Compliance,Key Management Services,Oracle Cloud,Oracle Cloud Infrastructure Vault,https://www.oracle.com/security/cloud-security/key-management/
Security & Identity, Compliance,Key Management Services,Alibaba Cloud,Key Management Service ,https://www.alibabacloud.com/product/key-management-service
Security & Identity, Compliance,Key Management Services,Huawei Cloud,Data Encryption Workshop,https://www.huaweicloud.com/intl/en-us/product/dew.html
Security & Identity, Compliance,Consolidated Management of Multiple Cloud Accounts,AWS,AWS Organizations,https://aws.amazon.com/organizations/
Security & Identity, Compliance,Consolidated Management of Multiple Cloud Accounts,AWS,AWS Control Tower,https://aws.amazon.com/controltower/
Security & Identity, Compliance,Consolidated Management of Multiple Cloud Accounts,AWS,AWS Resource Access Manager,https://aws.amazon.com/ram/
Security & Identity, Compliance,Consolidated Management of Multiple Cloud Accounts,Microsoft Azure,Azure Management Groups,https://docs.microsoft.com/azure/azure-resource-manager/management-groups-overview
Security & Identity, Compliance,Consolidated Management of Multiple Cloud Accounts,IBM Cloud,Resource Group,https://cloud.ibm.com/docs/overview?topic=overview-whatis-rgs
Security & Identity, Compliance,Consolidated Management of Multiple Cloud Accounts,IBM Cloud,Enterprise,https://cloud.ibm.com/enterprise
Security & Identity, Compliance,DDos Protection Service,AWS,AWS Shield,https://aws.amazon.com/shield/
Security & Identity, Compliance,DDos Protection Service,Microsoft Azure,Azure DDoS Protection,https://azure.microsoft.com/services/ddos-protection/
Security & Identity, Compliance,DDos Protection Service,Google Cloud Platform,Cloud Armor (Beta),https://cloud.google.com/armor/
Security & Identity, Compliance,DDos Protection Service,IBM Cloud,Internet Services,https://cloud.ibm.com/docs/infrastructure/cis?topic=cis-about-ibm-cloud-internet-services-cis
Security & Identity, Compliance,DDos Protection Service,Oracle Cloud,Oracle DDoS Protection,https://docs.oracle.com/en-us/iaas/Content/EdgeServices/overview.htm
Security & Identity, Compliance,DDos Protection Service,Alibaba Cloud,DDOS Pro and Basic,https://www.alibabacloud.com/product/ddos-pro
Security & Identity, Compliance,DDos Protection Service,Huawei Cloud,Advanced Anti-DDoS,https://www.huaweicloud.com/intl/en-us/product/aad.html
Security & Identity, Compliance,Web Application Firewall,AWS,AWS WAF,https://aws.amazon.com/waf/
Security & Identity, Compliance,Web Application Firewall,Microsoft Azure,Azure WAF,
Security & Identity, Compliance,Web Application Firewall,IBM Cloud,Internet Services,https://cloud.ibm.com/docs/infrastructure/cis?topic=cis-about-ibm-cloud-internet-services-cis
Security & Identity, Compliance,Web Application Firewall,Oracle Cloud,Oracle Web Application Firewall,https://www.oracle.com/cloud/security/cloud-services/web-application-firewall.html
Security & Identity, Compliance,Web Application Firewall,Alibaba Cloud,Web Application Firewall,https://www.alibabacloud.com/product/waf
Security & Identity, Compliance,Web Application Firewall,Huawei Cloud,Web Application Firewall,https://www.huaweicloud.com/intl/en-us/product/waf.html
Security & Identity, Compliance,Security & Compliance Service,AWS,AWS Firewall Manager,https://aws.amazon.com/firewall-manager/
Security & Identity, Compliance,Security & Compliance Service,AWS,AWS Network Firewall,https://aws.amazon.com/network-firewall/
Security & Identity, Compliance,Security & Compliance Service,Microsoft Azure,Azure Firewall Manager,https://azure.microsoft.com/services/firewall-manager/
Security & Identity, Compliance,Security & Compliance Service,IBM Cloud,Security and Compliance Center,https://cloud.ibm.com/docs/security-compliance?topic=security-compliance-getting-started
Security & Identity, Compliance,Security & Compliance Service,Huawei Cloud,Security Compliance,https://www.huaweicloud.com/intl/en-us/securecenter/safetycompliance.html
Security & Identity, Compliance,Security & Compliance Service,AWS,AWS Artifact,https://aws.amazon.com/artifact/
Security & Identity, Compliance,Security & Compliance Service,Microsoft Azure,Azure Security & Compliance,https://azure.microsoft.com/support/trust-center/
Security & Identity, Compliance,Security & Compliance Service,Google Cloud Platform,Cloud Security Command Center (Alpha),https://cloud.google.com/security-command-center/
Security & Identity, Compliance,Security & Compliance Service,IBM Cloud,Security and Compliance Center,https://cloud.ibm.com/docs/security-compliance?topic=security-compliance-getting-started
Security & Identity, Compliance,Security & Compliance Service,Oracle Cloud,Oracle Cloud Infrastructure Compliance Documents,https://docs.oracle.com/en-us/iaas/Content/ComplianceDocuments/Concepts/compliancedocsoverview.htm
Security & Identity, Compliance,Security & Compliance Service,Alibaba Cloud,Alibaba Truster Center ,https://www.alibabacloud.com/trust-center
Security & Identity, Compliance,Sensitive Data discovery and protection,AWS,Amazon Macie,https://aws.amazon.com/macie/
Security & Identity, Compliance,Sensitive Data discovery and protection,Huawei Cloud,Data Security Center,https://www.huaweicloud.com/intl/en-us/product/dsc.html
Big Data & Advanced Analytics,Big Data Query as a Service,AWS,Amazon Athena,https://aws.amazon.com/athena/
Big Data & Advanced Analytics,Big Data Query as a Service,AWS,AWS Lake Formation,https://aws.amazon.com/lake-formation/
Big Data & Advanced Analytics,Big Data Query as a Service,AWS,Amazon HealthLake (Preview),https://aws.amazon.com/healthlake/
Big Data & Advanced Analytics,Big Data Query as a Service,Microsoft Azure,Azure Data Lake Analytics,https://azure.microsoft.com/services/data-lake-analytics/
Big Data & Advanced Analytics,Big Data Query as a Service,Google Cloud Platform,BigQuery,https://cloud.google.com/bigquery/
Big Data & Advanced Analytics,Big Data Query as a Service,IBM Cloud,SQL Query,https://cloud.ibm.com/docs/services/sql-query?topic=sql-query-overview
Big Data & Advanced Analytics,Big Data Query as a Service,Oracle Cloud,Oracle Big Data SQL Cloud Service,https://www.oracle.com/big-data/big-data-sql/
Big Data & Advanced Analytics,Big Data Query as a Service,Alibaba Cloud,E-MapReduce Service,https://www.alibabacloud.com/product/e-mapreduce
Big Data & Advanced Analytics,Big Data Query as a Service,Huawei Cloud,Data Lake Insight,https://www.huaweicloud.com/intl/en-us/product/dli.html
Big Data & Advanced Analytics,Big Data Managed Cluster as a Service,AWS,Amazon EMR,https://aws.amazon.com/emr/
Big Data & Advanced Analytics,Big Data Managed Cluster as a Service,Microsoft Azure,Azure HDInsight,https://azure.microsoft.com/services/hdinsight/
Big Data & Advanced Analytics,Big Data Managed Cluster as a Service,Google Cloud Platform,Cloud DataProc,https://cloud.google.com/dataproc/
Big Data & Advanced Analytics,Big Data Managed Cluster as a Service,IBM Cloud,Analytics Engine,https://cloud.ibm.com/docs/services/AnalyticsEngine?topic=AnalyticsEngine-IAE-overview
Big Data & Advanced Analytics,Big Data Managed Cluster as a Service,Oracle Cloud,Oracle Big Data Service,https://www.oracle.com/big-data/big-data-service/
Big Data & Advanced Analytics,Big Data Managed Cluster as a Service,Alibaba Cloud,E-MapReduce Service,https://www.alibabacloud.com/product/e-mapreduce
Big Data & Advanced Analytics,Big Data Managed Cluster as a Service,Huawei Cloud,MapReduce Service,https://www.huaweicloud.com/intl/en-us/product/mrs.html
Big Data & Advanced Analytics,Cloud Search,AWS,Amazon CloudSearch,https://aws.amazon.com/cloudsearch/
Big Data & Advanced Analytics,Cloud Search,AWS,Amazon Elastic Search Service,https://aws.amazon.com/cloudsearch/
Big Data & Advanced Analytics,Cloud Search,Microsoft Azure,Azure Search,
Big Data & Advanced Analytics,Cloud Search,IBM Cloud,Databases for Elasticsearch,https://cloud.ibm.com/catalog/services/databases-for-elasticsearch
Big Data & Advanced Analytics,Cloud Search,Huawei Cloud,Cloud Search Service,https://www.huaweicloud.com/intl/en-us/product/es.html
Big Data & Advanced Analytics,Streaming Service,AWS,Amazon Kinesis,https://aws.amazon.com/kinesis/streams/
Big Data & Advanced Analytics,Streaming Service,AWS,Amazon Kinesis Video Streams,https://aws.amazon.com/blogs/aws/amazon-kinesis-video-streams-serverless-video-ingestion-and-storage-for-vision-enabled-apps/
Big Data & Advanced Analytics,Streaming Service,Microsoft Azure,Azure Stream Analytics,https://azure.microsoft.com/services/stream-analytics/
Big Data & Advanced Analytics,Streaming Service,Microsoft Azure,Azure Event Hub,https://azure.microsoft.com/services/stream-analytics/
Big Data & Advanced Analytics,Streaming Service,Google Cloud Platform,Cloud Dataflow,https://cloud.google.com/dataflow/
Big Data & Advanced Analytics,Streaming Service,IBM Cloud,Streaming Analytics,https://cloud.ibm.com/docs/services/StreamingAnalytics?topic=StreamingAnalytics-gettingstarted
Big Data & Advanced Analytics,Streaming Service,IBM Cloud,Event Streams,https://cloud.ibm.com/catalog/services/event-streams
Big Data & Advanced Analytics,Streaming Service,Oracle Cloud,Oracle Cloud Infrastructure Streaming,https://www.oracle.com/cloud-native/streaming/
Big Data & Advanced Analytics,Streaming Service,Huawei Cloud,Data Lake Insight [Previous: Cloud Stream Service],https://www.huaweicloud.com/intl/en-us/product/dli.html
Big Data & Advanced Analytics,Data Warehouse,AWS,Amazon Redshift,https://aws.amazon.com/redshift/
Big Data & Advanced Analytics,Data Warehouse,Microsoft Azure,Azure SQL Data Warehouse,https://azure.microsoft.com/services/sql-data-warehouse/
Big Data & Advanced Analytics,Data Warehouse,Google Cloud Platform,BigQuery,https://cloud.google.com/bigquery/
Big Data & Advanced Analytics,Data Warehouse,IBM Cloud,Db2 Warehouse,https://cloud.ibm.com/catalog/services/db2-warehouse
Big Data & Advanced Analytics,Data Warehouse,IBM Cloud,Netezza Performance Server,https://cloud.ibm.com/nzsaas/create
Big Data & Advanced Analytics,Data Warehouse,Oracle Cloud,Oracle Autonomous Data Warehouse,https://www.oracle.com/autonomous-database/autonomous-data-warehouse/
Big Data & Advanced Analytics,Data Warehouse,Alibaba Cloud,Alibaba MaxCompute ODPS,https://www.alibabacloud.com/product/maxcompute
Big Data & Advanced Analytics,Data Warehouse,Huawei Cloud,Data Warehouse Service,https://www.huaweicloud.com/intl/en-us/product/dws.html
Big Data & Advanced Analytics,Business Intelligence & Data Visualization,AWS,Amazon QuickSight,https://quicksight.aws/
Big Data & Advanced Analytics,Business Intelligence & Data Visualization,Microsoft Azure,PowerBI,https://powerbi.microsoft.com/
Big Data & Advanced Analytics,Business Intelligence & Data Visualization,Google Cloud Platform,Google Data Studio,https://cloud.google.com/data-studio/
Big Data & Advanced Analytics,Business Intelligence & Data Visualization,Google Cloud Platform,Looker,https://cloud.google.com/looker
Big Data & Advanced Analytics,Business Intelligence & Data Visualization,IBM Cloud,Watson studio,https://dataplatform.cloud.ibm.com/docs/content/?context=wdp
Big Data & Advanced Analytics,Business Intelligence & Data Visualization,IBM Cloud,Watson Query,https://cloud.ibm.com/catalog/services/watson-query
Big Data & Advanced Analytics,Business Intelligence & Data Visualization,Oracle Cloud,Oracle Analytics Cloud,https://www.oracle.com/business-analytics/analytics-cloud.html
Big Data & Advanced Analytics,Business Intelligence & Data Visualization,Oracle Cloud,Oracle Data Visualization Cloud Service,https://docs.oracle.com/en/cloud/paas/data-visualization-cloud/index.html
Big Data & Advanced Analytics,Business Intelligence & Data Visualization,Oracle Cloud,Oracle Business Intelligence Cloud Service,https://docs.oracle.com/en/cloud/paas/bi-cloud/index.html
Big Data & Advanced Analytics,Business Intelligence & Data Visualization,Alibaba Cloud,Data IDE,https://www.alibabacloud.com/product/ide
Big Data & Advanced Analytics,Business Intelligence & Data Visualization,Huawei Cloud,Data Lake Visulization,https://www.huaweicloud.com/intl/en-us/product/dlv.html
Big Data & Advanced Analytics,Cloud ETL,AWS,AWS Data Pipeline,https://aws.amazon.com/datapipeline/
Big Data & Advanced Analytics,Cloud ETL,AWS,AWS Glue,https://aws.amazon.com/glue/
Big Data & Advanced Analytics,Cloud ETL,AWS,Amazon Simple Workflow Service (SWF),https://aws.amazon.com/swf/
Big Data & Advanced Analytics,Cloud ETL,Microsoft Azure,Azure Data Factory,https://azure.microsoft.com/services/data-factory/
Big Data & Advanced Analytics,Cloud ETL,Microsoft Azure,Azure Data Catalog,https://azure.microsoft.com/services/data-catalog/
Big Data & Advanced Analytics,Cloud ETL,Microsoft Azure,Logic Apps,https://azure.microsoft.com/services/logic-apps/
Big Data & Advanced Analytics,Cloud ETL,Google Cloud Platform,Cloud DataPrep,https://cloud.google.com/dataprep/
Big Data & Advanced Analytics,Cloud ETL,Google Cloud Platform,Cloud Data Fusion,https://cloud.google.com/data-fusion/
Big Data & Advanced Analytics,Cloud ETL,Google Cloud Platform,Cloud Composer,https://cloud.google.com/composer/
Big Data & Advanced Analytics,Cloud ETL,IBM Cloud,DataStage,https://www.ibm.com/us-en/marketplace/datastage
Big Data & Advanced Analytics,Cloud ETL,IBM Cloud,Watson Knowledge Catalog,https://www.ibm.com/cloud/watson-knowledge-catalog
Big Data & Advanced Analytics,Cloud ETL,Oracle Cloud,Oracle Cloud Infrastructure Data Flow,https://www.oracle.com/big-data/data-flow/
Big Data & Advanced Analytics,Cloud ETL,Oracle Cloud,Oracle Integration,https://docs.oracle.com/en/cloud/paas/integration-cloud/index.html
Big Data & Advanced Analytics,Cloud ETL,Oracle Cloud,Data Integrator,https://cloud.oracle.com/en_US/data-integrator
Big Data & Advanced Analytics,Cloud ETL,Alibaba Cloud,DataWorks,https://www.alibabacloud.com/product/ide
Big Data & Advanced Analytics,Cloud ETL,Alibaba Cloud,Data Integration,https://www.alibabacloud.com/product/data-integration
Big Data & Advanced Analytics,Cloud ETL,Huawei Cloud,Data Lake Governance Center,https://www.huaweicloud.com/intl/en-us/product/dayu.html
Big Data & Advanced Analytics,Third party data exchange,AWS,AWS Data Exchange,https://aws.amazon.com/data-exchange/
Big Data & Advanced Analytics,Third party data exchange,Microsoft Azure,Azure Data Share,https://docs.microsoft.com/azure/data-share/
Big Data & Advanced Analytics,Third party data exchange,Google Cloud Platform,Analytics Hub (Preview),https://cloud.google.com/analytics-hub
Big Data & Advanced Analytics,Data Analytics platform,Microsoft Azure,Azure Databricks,https://azure.microsoft.com/en-us/products/databricks/#overview
Artificial Intelligence / Machine Learning,Language Processing AI,AWS,Amazon Lex,https://aws.amazon.com/lex/
Artificial Intelligence / Machine Learning,Language Processing AI,AWS,Amazon Comprehend,https://aws.amazon.com/comprehend/
Artificial Intelligence / Machine Learning,Language Processing AI,Microsoft Azure,LUIS (Language Understanding Intelligent Service),https://azure.microsoft.com/services/cognitive-services/language-understanding-intelligent-service/
Artificial Intelligence / Machine Learning,Language Processing AI,Microsoft Azure,Azure Bot Service,https://azure.microsoft.com/services/bot-service/
Artificial Intelligence / Machine Learning,Language Processing AI,Microsoft Azure,Azure Text Analytics,https://docs.microsoft.com/azure/cognitive-services/language-service/
Artificial Intelligence / Machine Learning,Language Processing AI,Google Cloud Platform,Natural Language API,https://cloud.google.com/natural-language/
Artificial Intelligence / Machine Learning,Language Processing AI,Google Cloud Platform,Cloud Text-to-Speech (Beta),https://cloud.google.com/text-to-speech/
Artificial Intelligence / Machine Learning,Language Processing AI,Google Cloud Platform,DialogFlow Enterprise Edition (Beta),https://cloud.google.com/dialogflow-enterprise/
Artificial Intelligence / Machine Learning,Language Processing AI,IBM Cloud,Natural Language Classifier,https://cloud.ibm.com/docs/services/natural-language-classifier?topic=natural-language-classifier-natural-language-classifier
Artificial Intelligence / Machine Learning,Language Processing AI,IBM Cloud,Language Translator,https://cloud.ibm.com/docs/services/language-translator?topic=language-translator-gettingstarted
Artificial Intelligence / Machine Learning,Language Processing AI,IBM Cloud,Watson Assistant,https://cloud.ibm.com/docs/services/assistant?topic=assistant-getting-started
Artificial Intelligence / Machine Learning,Language Processing AI,IBM Cloud,Watson Discovery,https://cloud.ibm.com/docs/services/discovery?topic=discovery-getting-started
Artificial Intelligence / Machine Learning,Language Processing AI,IBM Cloud,Watson Knowledge Studio,https://cloud.ibm.com/docs/services/watson-knowledge-studio?topic=watson-knowledge-studio-wks_tutintro
